project_name	publication_year	publication_doi	sample_name	sample_host	archive_project	archive_sample_accession	date_information_present	date_is_radiocarbon	archaeological_historical_date	multiple_dates	reference_location	reference_citation_depth	primary_secondary_reference_citation_doi	direct_dating_individual	direct_dating_element	radiocarbon_lab_code	radiocarbon_lab_sample_id	spectrometry_type	pretreatment_reported	pretreatment_type	sample_material	uncalibrated_date	uncalibrated_uncertainty_plus_minus	delta_13c	carbon_perc	delta_15n	carbon_nitrogen_ratio	calibration_reported	calibration_curve	calibration_software	calibration_software_version	calibration_software_settings	calibration_software_citation_doi	calibrated_range_lower	calibrated_range_upper	calibrated_range_median	calibrated_range_suffix	calibrated_range_confidence_interval	reservoir_offset_mentioned	reservoir_offset_applied	reservoir_offset_type	reservoir_offset_reported	reservoir_offset_reported_sd	reservoir_aquatic_carbon_perc	reservoir_aquatic_carbon_perc_sd
Eriksen2025	2025	10.1038/s42003-025-07616-9	130	Rangifer tarandus	10.17894/ucph.b159460b-6491-4951-b1f4-8282d627f229	130_S87	TRUE	FALSE	270-200	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eriksen2025	2025	10.1038/s42003-025-07616-9	132	Rangifer tarandus	10.17894/ucph.b159460b-6491-4951-b1f4-8282d627f229	132_S88	TRUE	FALSE	270-200	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eriksen2025	2025	10.1038/s42003-025-07616-9	133	Rangifer tarandus	10.17894/ucph.b159460b-6491-4951-b1f4-8282d627f229	133_S89	TRUE	FALSE	270-200	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eriksen2025	2025	10.1038/s42003-025-07616-9	134	Rangifer tarandus	10.17894/ucph.b159460b-6491-4951-b1f4-8282d627f229	134_S90	TRUE	FALSE	270-200	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eriksen2025	2025	10.1038/s42003-025-07616-9	135	Rangifer tarandus	10.17894/ucph.b159460b-6491-4951-b1f4-8282d627f229	135_S91	TRUE	FALSE	740-400	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eriksen2025	2025	10.1038/s42003-025-07616-9	136	Rangifer tarandus	10.17894/ucph.b159460b-6491-4951-b1f4-8282d627f229	136_S92	TRUE	FALSE	740-400	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eriksen2025	2025	10.1038/s42003-025-07616-9	137	Rangifer tarandus	10.17894/ucph.b159460b-6491-4951-b1f4-8282d627f229	137_S93	TRUE	FALSE	740-400	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_10C	Homo sapiens	PRJEB40382	ERS5073264	TRUE	FALSE	450-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_11C	Homo sapiens	PRJEB40382	ERS5073265	TRUE	FALSE	350-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_12C	Homo sapiens	PRJEB40382	ERS5073266	TRUE	FALSE	350-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_1C	Homo sapiens	PRJEB40382	ERS5073256	TRUE	FALSE	450-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_20C	Homo sapiens	PRJEB40382	ERS5073267	TRUE	FALSE	450-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_22C	Homo sapiens	PRJEB40382	ERS5073268	TRUE	FALSE	450-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_29C	Homo sapiens	PRJEB40382	ERS5073269	TRUE	FALSE	450-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_3C	Homo sapiens	PRJEB40382	ERS5073257	TRUE	FALSE	450-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_4C	Homo sapiens	PRJEB40382	ERS5073258	TRUE	FALSE	450-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_5C	Homo sapiens	PRJEB40382	ERS5073259	TRUE	FALSE	450-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_6C	Homo sapiens	PRJEB40382	ERS5073260	TRUE	FALSE	450-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_7C	Homo sapiens	PRJEB40382	ERS5073261	TRUE	FALSE	450-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_8C	Homo sapiens	PRJEB40382	ERS5073262	TRUE	FALSE	350-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_9C	Homo sapiens	PRJEB40382	ERS5073263	TRUE	FALSE	450-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kazarina2021	2021	10.3390/genes12020309	ZA_C22	Homo sapiens	PRJEB40382	ERS5073270	TRUE	FALSE	350-250	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18023_Japan_Edo_4	Homo sapiens	PRJNA608555	SRS6212663	TRUE	FALSE	400–150	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18022_Japan_Edo_3	Homo sapiens	PRJNA608555	SRS6212662	TRUE	FALSE	400–150	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18021_Japan_Edo_2	Homo sapiens	PRJNA608555	SRS6212661	TRUE	FALSE	400–150	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18020_Japan_Edo_1	Homo sapiens	PRJNA608555	SRS6212660	TRUE	FALSE	400–150	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18019_Japan_Jomon_5	Homo sapiens	PRJNA608555	SRS6212659	TRUE	FALSE	2400–3000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18018_Japan_Jomon_4	Homo sapiens	PRJNA608555	SRS6212658	TRUE	FALSE	2400–3000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18017_Japan_Jomon_3	Homo sapiens	PRJNA608555	SRS6212657	TRUE	FALSE	2400–3000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18016_Japan_Jomon_2	Homo sapiens	PRJNA608555	SRS6212656	TRUE	TRUE	2400–3000	FALSE	main text	2	10.1002/ajpa.22775	FALSE	FALSE	NR	-99999	NR	NR	NR	unknown	-99999	-99999	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	3070	2440	-99999	cal BP	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18033_Japan_Edo_10	Homo sapiens	PRJNA608555	SRS6212655	TRUE	FALSE	400–150	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18032_Japan_Edo_9	Homo sapiens	PRJNA608555	SRS6212654	TRUE	FALSE	400–150	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18027_Japan_Edo_8	Homo sapiens	PRJNA608555	SRS6212652	TRUE	FALSE	400–150	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18026_Japan_Edo_7	Homo sapiens	PRJNA608555	SRS6212651	TRUE	FALSE	400–150	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18025_Japan_Edo_6	Homo sapiens	PRJNA608555	SRS6212650	TRUE	FALSE	400–150	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18024_Japan_Edo_5	Homo sapiens	PRJNA608555	SRS6212649	TRUE	FALSE	400–150	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Eisenhofer2020	2020	10.1098/rstb.2019.0578	A18015_Japan_Jomon_1	Homo sapiens	PRJNA608555	SRS6212648	TRUE	FALSE	2400–3000	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Williams2020	2020	10.1128/MRA.00850-20	AMNH98137_Q01	Homo sapiens	PRJNA643812	SRS6939170	TRUE	FALSE	50	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Williams2020	2020	10.1128/MRA.00850-20	364459	Homo sapiens	PRJNA643812	SRS6939171	TRUE	FALSE	0	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Granehall2021	2021	10.1186/s40168-021-01132-8	2081	Homo sapiens	PRJEB43389	ERS6205384	TRUE	FALSE	7950-5450	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2082	Homo sapiens	PRJEB43389	ERS6205385	TRUE	FALSE	5450-4150	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2083	Homo sapiens	PRJEB43389	ERS6205386	TRUE	FALSE	5450-4150	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2084	Homo sapiens	PRJEB43389	ERS6205387	TRUE	FALSE	5450-4150	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2086	Homo sapiens	PRJEB43389	ERS6205388	TRUE	FALSE	4150-3550	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2087	Homo sapiens	PRJEB43389	ERS6205389	TRUE	FALSE	4150-3550	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2089	Homo sapiens	PRJEB43389	ERS6205390	TRUE	TRUE	1550-950	FALSE	supplement text	2	https://heyjoe.fbk.eu/index.php/ataga/article/view/5171	TRUE	FALSE	NR	NR	NR	NR	NR	NR	1290	35	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	650	780	-99999	cal AD	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
Granehall2021	2021	10.1186/s40168-021-01132-8	2090	Homo sapiens	PRJEB43389	ERS6205391	TRUE	FALSE	1550-950	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2091	Homo sapiens	PRJEB43389	ERS6205392	TRUE	FALSE	1550-950	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2092	Homo sapiens	PRJEB43389	ERS6205393	TRUE	TRUE	1550-950	FALSE	supplement text	2	https://doi.org/10.1007/s12520-019-00982-6	TRUE	FALSE	NR	NR	NR	NR	NR	bone	1259	26	-18.53	47.1	9.30	3.2	TRUE	NR	NR	NR	NR	NR	671	858	-99999	cal AD	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Granehall2021	2021	10.1186/s40168-021-01132-8	2093	Homo sapiens	PRJEB43389	ERS6205394	TRUE	FALSE	1550-950	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2094	Homo sapiens	PRJEB43389	ERS6205395	TRUE	FALSE	1550-950	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2095	Homo sapiens	PRJEB43389	ERS6205396	TRUE	FALSE	1550-950	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2096	Homo sapiens	PRJEB43389	ERS6205397	TRUE	FALSE	1550-950	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2097	Homo sapiens	PRJEB43389	ERS6205398	TRUE	TRUE	1550-950	FALSE	supplement text	2	https://www.verlagdrkovac.de/978-3-8300-8875-2.htm	TRUE	FALSE	NR	NR	NR	NR	NR	NR	1414	84	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	428	770	-99999	cal AD	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Granehall2021	2021	10.1186/s40168-021-01132-8	2099	Homo sapiens	PRJEB43389	ERS6205399	TRUE	FALSE	1550-950	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2100	Homo sapiens	PRJEB43389	ERS6205400	TRUE	FALSE	1550-950	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2102	Homo sapiens	PRJEB43389	ERS6205401	TRUE	FALSE	1550-950	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2103	Homo sapiens	PRJEB43389	ERS6205402	TRUE	FALSE	1550-950	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Granehall2021	2021	10.1186/s40168-021-01132-8	2104	Homo sapiens	PRJEB43389	ERS6205403	TRUE	FALSE	1550-950	FALSE	supplement text	1	10.1186/s40168-021-01132-8	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE
Jacobson2020	2020	10.1098/rstb.2019.0586	MAWB_10	Homo sapiens	PRJNA657275	SRS7212793	TRUE	FALSE	1120-950	FALSE	Supplement table	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	MAWB_11	Homo sapiens	PRJNA657275	SRS7212794	TRUE	FALSE	1120-950	FALSE	Supplement table	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	MAWB_12	Homo sapiens	PRJNA657275	SRS7212795	TRUE	FALSE	1120-950	FALSE	Supplement table	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	MAWB_15	Homo sapiens	PRJNA657275	SRS7212796	TRUE	FALSE	1120-950	FALSE	Supplement table	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	MAWB_3	Homo sapiens	PRJNA657275	SRS7212790	TRUE	TRUE	DNE	FALSE	Supplement table	unknown	Unknown	NR	NR	NR	-99999	NR	NR	NR	unknown	-99999	-99999	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	170	50	NA	cal BCE/CE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
Jacobson2020	2020	10.1098/rstb.2019.0586	MAWB_5	Homo sapiens	PRJNA657275	SRS7212791	TRUE	TRUE	DNE	FALSE	Supplement table	unknown	Unknown	NR	NR	NR	-99999	NR	NR	NR	unknown	-99999	-99999	-99999	-99999	-99999	-99999	TRUE	NR	NR	NR	NR	NR	570	660	NA	cal CE	95.4	FALSE	DNE	DNE	NA	NA	NA	NA
