project_name	publication_year	publication_doi	sample_name	sample_host	archive_project	archive_sample_accession	date_information_present	date_is_radiocarbon	archaeological_historical_date	multiple_dates	reference_location	reference_citation_depth	primary_secondary_reference_citation_doi	direct_dating_individual	direct_dating_element	radiocarbon_lab_code	radiocarbon_lab_sample_id	spectrometry_type	pretreatment_reported	pretreatment_type	sample_material	uncalibrated_date	uncalibrated_uncertainty_plus_minus	delta_13c	carbon_perc	delta_15n	carbon_nitrogen_ratio	calibration_reported	calibration_curve	calibration_software	calibration_software_version	calibration_software_settings	calibration_software_citation_doi	calibrated_range_lower	calibrated_range_upper	calibrated_range_median	calibrated_range_suffix	calibrated_range_confidence_interval	reservoir_offset_mentioned	reservoir_offset_applied	reservoir_offset_type	reservoir_offset_reported	reservoir_offset_reported_sd	reservoir_aquatic_carbon_perc	reservoir_aquatic_carbon_perc_sd
Rampelli2021	2021	10.1038/s42003-021-01689-y	ES1	Homo sapiens neanderthalensis	PRJEB41665	ERS5428032	TRUE	FALSE	56900-47700	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	ES2	Homo sapiens neanderthalensis	PRJEB41665	ERS5428033	TRUE	FALSE	56900-47700	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	ES3	Homo sapiens neanderthalensis	PRJEB41665	ERS5428034	TRUE	FALSE	56900-47700	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	ES4	Homo sapiens neanderthalensis	PRJEB41665	ERS5428035	TRUE	FALSE	56900-47700	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	ES5	Homo sapiens neanderthalensis	PRJEB41665	ERS5428036	TRUE	FALSE	56900-47700	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	ES6	Homo sapiens neanderthalensis	PRJEB41665	ERS5428037	TRUE	FALSE	56900-47700	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	ES7	Homo sapiens neanderthalensis	PRJEB41665	ERS5428038	TRUE	FALSE	56900-47700	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	IX	Homo sapiens neanderthalensis	PRJEB41665	ERS5428039	TRUE	FALSE	56900-47700	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	V1	Homo sapiens neanderthalensis	PRJEB41665	ERS5428040	TRUE	FALSE	47900-41500	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	V2	Homo sapiens neanderthalensis	PRJEB41665	ERS5428041	TRUE	FALSE	47900-41500	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	V3	Homo sapiens neanderthalensis	PRJEB41665	ERS5428042	TRUE	FALSE	47900-41500	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	Xa	Homo sapiens neanderthalensis	PRJEB41665	ERS5428043	TRUE	FALSE	56900-47700	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	Xb	Homo sapiens neanderthalensis	PRJEB41665	ERS5428044	TRUE	FALSE	56900-47700	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Rampelli2021	2021	10.1038/s42003-021-01689-y	XI	Homo sapiens neanderthalensis	PRJEB41665	ERS5428045	TRUE	FALSE	56900-47700	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0008	Gorilla gorilla gorilla	PRJEB49638	ERS9656250	TRUE	FALSE	22	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0034	Gorilla gorilla gorilla	PRJEB49638	ERS9656270	TRUE	FALSE	-5	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0005	Gorilla gorilla gorilla	PRJEB49638	ERS9656248	TRUE	FALSE	-13	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0007	Gorilla gorilla gorilla	PRJEB49638	ERS9656249	TRUE	FALSE	-23	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0026	Gorilla gorilla gorilla	PRJEB49638	ERS9656264	TRUE	FALSE	-23	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0012	Gorilla gorilla gorilla	PRJEB49638	ERS9656254	TRUE	FALSE	-25	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0036	Gorilla gorilla gorilla	PRJEB49638	ERS9656271	TRUE	FALSE	-27	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0028	Gorilla beringei graueri	PRJEB49638	ERS9656265	TRUE	FALSE	13	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0020	Gorilla beringei graueri	PRJEB49638	ERS9656262	TRUE	FALSE	-36	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0001	Gorilla beringei graueri	PRJEB49638	ERS9656246	TRUE	FALSE	-9	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0014	Gorilla beringei graueri	PRJEB49638	ERS9656256	TRUE	FALSE	23	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0017	Gorilla beringei graueri	PRJEB49638	ERS9656259	TRUE	FALSE	12	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0033	Gorilla beringei graueri	PRJEB49638	ERS9656269	TRUE	FALSE	22	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0016	Gorilla beringei graueri	PRJEB49638	ERS9656258	TRUE	FALSE	38	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0019	Gorilla beringei graueri	PRJEB49638	ERS9656261	TRUE	FALSE	40	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0031	Gorilla beringei graueri	PRJEB49638	ERS9656268	TRUE	FALSE	38	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0011	Gorilla beringei graueri	PRJEB49638	ERS9656253	TRUE	FALSE	11	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0013	Gorilla beringei graueri	PRJEB49638	ERS9656255	TRUE	FALSE	11	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0018	Gorilla beringei graueri	PRJEB49638	ERS9656260	TRUE	FALSE	12	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0009	Gorilla beringei graueri	PRJEB49638	ERS9656251	TRUE	FALSE	40	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0021	Gorilla beringei beringei	PRJEB49638	ERS9656263	TRUE	FALSE	37	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0015	Gorilla gorilla gorilla	PRJEB49638	ERS9656257	TRUE	FALSE	38	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0029	Gorilla gorilla gorilla	PRJEB49638	ERS9656266	TRUE	FALSE	-25	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0004	Gorilla beringei graueri	PRJEB49638	ERS9656247	TRUE	FALSE	11	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0010	Gorilla beringei graueri	PRJEB49638	ERS9656252	TRUE	FALSE	40	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Moraitou2022	2022	10.1093/molbev/msac263	G0030	Gorilla beringei beringei	PRJEB49638	ERS9656267	TRUE	FALSE	24	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP02	Homo sapiens	PRJNA885571	SRS15300786	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP03	Homo sapiens	PRJNA885571	SRS15300787	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP04	Homo sapiens	PRJNA885571	SRS15300798	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP05	Homo sapiens	PRJNA885571	SRS15300805	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP06	Homo sapiens	PRJNA885571	SRS15300806	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP07	Homo sapiens	PRJNA885571	SRS15300807	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP09	Homo sapiens	PRJNA885571	SRS15300808	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP10	Homo sapiens	PRJNA885571	SRS15300809	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP11	Homo sapiens	PRJNA885571	SRS15300810	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP33	Homo sapiens	PRJNA885571	SRS15300803	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP27	Homo sapiens	PRJNA885571	SRS15300801	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP25	Homo sapiens	PRJNA885571	SRS15300799	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP24	Homo sapiens	PRJNA885571	SRS15300797	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP29	Homo sapiens	PRJNA885571	SRS15300802	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP26	Homo sapiens	PRJNA885571	SRS15300800	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP23	Homo sapiens	PRJNA885571	SRS15300796	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP22	Homo sapiens	PRJNA885571	SRS15300795	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP19	Homo sapiens	PRJNA885571	SRS15300792	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP12	Homo sapiens	PRJNA885571	SRS15300811	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP21	Homo sapiens	PRJNA885571	SRS15300794	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP20	Homo sapiens	PRJNA885571	SRS15300793	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP15	Homo sapiens	PRJNA885571	SRS15300790	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP14	Homo sapiens	PRJNA885571	SRS15300789	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP13	Homo sapiens	PRJNA885571	SRS15300788	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP18	Homo sapiens	PRJNA885571	SRS15300791	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Honap2023	2023	10.1002/ajpa.24735	WAMP34	Homo sapiens	PRJNA885571	SRS15300804	TRUE	FALSE	700-500	FALSE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	DNE	unknown	NA	NA	NA	NA	NA	NA	DNE	DNE	DNE	DNE	DNE	DNE	NA	NA	NA	DNE	NA	DNE	DNE	DNE	NA	NA	NA	NA
Kirdok2024	2024	10.1038/s41598-023-48762-6	ble004	Homo sapiens	PRJNA994900	SRS18297824	TRUE	TRUE	10200-9400	FALSE	supplement text	2	10.1038/s41598-023-48762-6	TRUE	TRUE	Ua	56731	NR	NR	NR	birch pitch	8712	44	-99999	-99999	-99999	-99999	TRUE	NR	OxCal	4.3	NR	10.1017/S0033822200033865	9880	9540	-99999	cal BP	-99999	FALSE	DNE	DNE	NA	NA	NA	NA
